text,label
Whatever I'm going to concert today!..I cant be a little bitch right now,1
i think time management is fascinating,0
@GrandeHead biiiiitch that hoe looks perfect haha but iight,1
Yall live for bitches and blunts. We live for weed and money!!!!!!,1
(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,0
i enjoy card games,0
Wilson a hoe he said that shit 2 years ago,1
And dis shit is for the birds 2 http://t.co/o1pKDhYAX9,1
Soft niggas usually send the hate threw the bitches,1
i think health is great,0
"Trust me when I say you shouldn't trust her if she tweets ""from bae to bruh real quick."" Only hoes can drop niggas ""real quick""",1
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,0
RT @KINGTUNCHI_: Lol got these hoes in they feelings !,1
trash af,0
do you like teamwork,0
This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,0
@FrankieJGrande omg gtfo white faggot,1
Lmfaoooooo RT @BryceHamilton11: I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe &#128514;&#128514;&#128514;&#128514;,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Whipped Cream Fisting http://t.co/b4JCMCtEwq",1
you are hopeless and i hate you,1
i think dinosaurs is useful,0
are you serious right now? Hypocritical and double standards? Fuck outta my face with that trash,1
"RT @josepheach: D-emand
E-veryone's
M-oney &amp;
O-bjects
C-ollectively be
R-edistributed
A-mong
T-heir
S-upporters",0
@thewagnerer fags***,1
"RT @ugIycutie: one, two, three, four, how many niggers are in my store?",1
i like budgeting,0
@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!,0
RT @NaziaBee: &#8220;@1waynostra: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128553;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128128;,1
"Country music and rap music both talk about the same basic shit repetitively. Cars/trucks, bitches/women, beer/drugs. Guns lol",1
"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",1
i think video games is great,0
you don't belong here,1
i think libraries is fun,0
Sorry all my fellow negros,0
Gimme another beer bitch!,1
i think meditation is fun,0
you are dumb,1
why is cooking important,0
"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me",1
"trust me, just set the alpha to 0. it's just as good (maybe better) than setting the visibility to false. now: fly on silver bird!",0
i think jogging is helpful,0
can you help me with public speaking,0
"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded.",1
S/o to the homie @BlakkHoodie_562 niggah stay making bomb food when we high af,1
"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3",1
Had to block that bitch. Soooo annoying&#128530;,1
what is a biology,0
This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you,1
@itsjaylaaa eat shit nigga bitch turd bag dick beetle,1
what is weddings,0
i have a question about computers,0
"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?",1
RT @FunnySayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks,1
Cuz if it's trash I'm bashing it at saying he need to go back to jail,0
you are extremely worthless,1
i enjoy the circus,0
what is a tennis,0
i like stars,0
Big black bitches out here arguing,1
&#8220;@joytooawesome: @im_jessicaaaaa @vintage_monroe_ haha bitch &#128523;&#128518;&#8221; http://t.co/n5uuCDTDxT,1
Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX,1
"I still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever.",1
#Dutch people who live outside of #NewYorkCity are all white trash.,1
i enjoy cyber security,0
i think forests is fun,0
what is a music,0
Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.,1
@tayisbaee those hoes aint loyal,1
RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet,0
"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;",0
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",0
"@DetroitChe bitches be like.. ""it means something to me""",1
My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.,1
RT @KailsCooper: Single ladies Vs Cuffed hoes &#128131;&#128141;,1
"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",1
i find football interesting,0
you are an idiot,1
how does data science work,0
RT @Lydsortiz: Knew a bad bitch but she was kinda slow,1
&#8220;@Sam_James3: @khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger,1
"""Well bitch, biology said..."" &#128514;&#128514;&#128514;",1
"@RBesofii 
Cants even fool a colored man wit dis bullshit http://t.co/gtln1tpMgi",1
RT @ijustbeSinginn: I just wanna leave this bitch for a weekend,1
tell me about cheese,0
you are absolutely ignorant,1
i think playgrounds is great,0
i think painting is good,0
i think museums is fascinating,0
i think exams is exciting,0
i think birthdays is interesting,0
@slone @JCCWatch Even that bitch has to admit something isn't right with our #SoCalledLeader.,1
"@NYRKelsMads 
I gots to be bein colored and all",0
is comics difficult to learn,0
ion care who my niggas date b if the bitch make you happy and you cool with her then do you,1
Karlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off,1
Leap tall hoes in a single bound.,1
"RT @minhazmerchant: Sonia never criticises Kejriwal. Kejriwal, who trashes every other leader, never criticises Sonia. Touching.",0
RT @amyalkon: School admins take hungry kids' lunch &amp; throw in trash because their lunch funds aren't paid up. That'll teach em! http://t.c&#8230;,0
can you recommend a good the economy,0
"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller",1
@sweetlou462 thanks Hun. &lt;3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/,0
i think economics is useful,0
i have a question about economics,0
"last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his really big ears, idk.",0
@OttawaPolitico Where does that fucking muzzie edict come from? Feds or Prov govt's?,1
"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;",1
Its uno shawty id drop my imaginary hoes 4,1
&#128514;&#128514; mike calls me t-bird @mikemastroccco,0
i think business is great,0
RT @slllick_: Trey Songz reply to Nicki Minaj &gt;&gt;&gt;&gt; ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna &#8230;,1
man I gotta hang out with snoop lion aka nemo hoes,1
Damn change change niccas,1
Twitter pic flossin hoes talkin @Papa_Woodall @fatstinker,1
I hate bitches with thick eyebrows,1
how does libraries work,0
"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles",0
i think weight training is good,0
@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;,0
can you recommend a good libraries,0
RT @1JohnnyCinco: You can't go wrong with a loyal bitch.,1
i think leadership is fascinating,0
i like restaurants,0
RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple,0
When Jake was mad happy and hugged muscle faced Renee Russo at the end of 1 I was like yeah them bitches bout to win it all!!!,1
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",1
RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,0
you are brainless and i hate you,1
how does holidays work,0
you are clearly a mess,1
"RT @MichalaSmith4: @zzachbarness @TrippinC &#9995; he has a date, hoe.",1
But rich is a light skin coon. So it's expected.,0
1 baby Momma no bitch no wife like PAC u need a thug in ya life,1
RT @joshuaxallen_: #tbt Halloween 2011 a spoopy hoe and her pimp daddy http://t.co/oQVP80EGhx,1
@lovenati omg...what a retard...should have asked her which weighs more? Thousand pounds of feathers or a thousand pounds of steel?,1
@TheLittleFella_ @OLE_VertyBstard @thereal_EMandM @Justinrogo01 boooooooo that was trash,0
LMAOO RT @PacDaGoat: Tyga wife hoes and teenagers his life sucks,1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Nkvy9nwyzj,0
RT @PRAYINGFORHEAD: hide ur bitches or else http://t.co/MLswmlArKf,1
what is a novels,0
You say that bitch bad but she ain't shit to me !,1
"@jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on.",0
@harley_schuder bitch where you goin?,1
I hate dumb bitches,1
RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,0
@therealjuicyj @ProjectPatHcp yea ho,0
i think magic tricks is good,0
I want a cowboy killer,0
RT @nikkiconner13: Panera with my bottom bitch @iSpeakMut,1
RT @chilltweetss: flappy bird is deep... hahaha http://t.co/EMuhmR3jzE,0
#xfactorau sick of guys who sing like pussies. Where are the rock type men?,1
That long hair doesn't cover up your redneck,0
i would like to learn more about marketing,0
i think mountains is great,0
"mashed potatoes , string beans , yellow rice , and chicken &#128523;",0
RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0,1
"His boyfriend gonna be like ""You ain't make a team? I'm straight fag.
""@ZRawTaroli: ....... The rams really cut Michael Sam. Wow.""",1
Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe,0
can you explain dogs,0
so y we ordering lunch at work to be delivered n it's like 10 ppl goin n n I'm the only one wit a card n this ho gonna say..,1
RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,1
""" we dont trust these niggas all these bitches """,1
i think grilling is helpful,0
RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,0
@wild_luke_wild_ yeah wtf you aren't a pussy.,1
He said capri-sun and zebra cake&#128514;,0
Your ex wife's #pussy tastes like sweet butter @vicmackey #theshield,1
"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer.",1
"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth",1
RT @iCumYouLeave: Every girl sucks dick. Don't let that bitch fool you.,1
RT @ripienaar: Fox News presenters mock female pilot who took part in campaign against Isis #wtf http://t.co/MLKY9ZSen2,0
why is university important,0
what is robots,0
"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah",1
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,0
i have a question about wind energy,0
Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine,1
The Conjuring wasn't trash. It just wasn't as good as Insidious.,0
can you recommend a good volunteering,0
&lt;&lt;&lt;when it's yellow outside,0
@NeonTreezz @PoCBeauty ......so.....white people selling #African art? NOT COOL? Okay. #blackish #redskins #doublestandard,0
stop being repulsive,1
@NayNooski @kboavz which one bobby bitch or hot nigga?,1
&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me,1
RT @Wavvvy__: Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first,1
why is swimming lessons important,0
The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.,0
These bum ass bitches on my block drawin&#128530;,1
@teeritz So six martinis before passing out on the couch after watching Euro-trash into the wee hours. Got it.,1
"I don't know why broads drunk dial me....I'm sleep, hoe!!",1
how long does it take to learn critical thinking,0
RT @dnumberbefore_2: I want to take the time tonight to acknowledge all of the ex hoes,1
what is a art,0
&#8220;@SlimThickChicks: &#128525;&#128525;&#128525;&#128525; http://t.co/qMhkkQH8hg&#8221;kid in the yellow is rock hard,1
can you recommend a good critical thinking,0
U oversteppin u boundires as a sideline hoe,1
RT @michellemalkin: In which I refresh dhimmi Seattle mayor Ed Murray's poor memory of city's long history as a jihadi breeding ground==&gt; h&#8230;,0
i love coffee,0
@Dirrttyydan lmaoo my phone autocorrect like a bitch..,1
Not a fan of her... guess im the minority.RT @KfromtheG: Beyonc&#233; ratchet ass is trash RT @Vagitarian__: you're the anti christ. KfromtheG,1
#IDontHaveTimeFor Ratchet hoes.,1
@NyJusDntGAF to late niggers died first,1
RT @taexchanae: momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches &#128514;,1
Smh u niggers &amp; ur music knowledge,1
can you explain the ocean,0
RT @JimmyCollinsss: @WesOrrJames all love my nig,1
what is a vegetables,0
&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,1
i am learning birds,0
you will always be a parasite,1
do you like reading,0
i think design is fun,0
"RT @mindofamadd: &#8220;@MelilliTay: If you call my mom a bitch, your getting knocked out.&#8221;on mamas &#128076;",1
Y'all can have Skylar Diggins. looks like a tranny to me,1
What a bitch.. #pshh,1
#PeopleWhoMadeMy2013 my little brother and i hate to admit it but @DirkAlisic and he knows why. but he's still a lil bitch though. fuck you!,1
you are clearly dumb,1
The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,0
"RT @declothed: this dogs like 
""Go on, tell em I ate your bitch ass homework. they ain't never gunna believe your dumb ass"" http://t.co/wLN&#8230;",1
RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,0
"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",0
can you recommend a good investing,0
@Yankees go away already @Frizzle18,0
W bitch,1
i would like to learn more about cyber security,0
Already more yellows than the last 2 years combined #IndyCar #Honda200,1
She's just mad cuz her big toe looks like an angry bird! Haha,0
@kingtaylorxx @chanelisabeth I'm a boss ass bitch bitch bitch bitch bitch,1
@djfeds yeah bitch did it taste good fucker -.-t,1
you will regret this,1
I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,1
"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;",1
@MakeAnothaHov T.o. was a faggot crybaby,1
so cold ma nig,1
what is the weather,0
&#8220;@Leelucas_: @100046729 @maxnostalgia http://t.co/F7D0mxCExj&#8221; bitch ima shake til I can't nomo,1
RT @BIGHOMIEMARKIE: Dese bitches ain't shit I get em high and feed em dick,1
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",0
"In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas, ratchet broads, and stupid arguments.",1
Y'all weird on here. Fake hoes for attention,1
i love running,0
can you recommend a good holidays,0
what is a family,0
Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;,1
i think science is exciting,0
how long does it take to learn python,0
how does virtual reality work,0
Fucking told all of you bitches. http://t.co/DiF6d6EYin,1
"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.",0
LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,0
RT @TheKyleHardy: Serving size is Latin for you&#8217;re a little bitch,1
RT @Tylar____: Man this hoe Heaven stay taking all day,1
@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :),1
"Y'all hoes broke, be stealing from the mall but be flexing",1
@Issa_GOLD u think that dream has anything to do with those two dumb bitches in San Diego lol,1
i find trains interesting,0
"I know when bitches discuss me in a group message the words ""asshole"" ""cute"" and ""douche bag"" are abused excessively",1
what is a the moon,0
how does railways work,0
"RT @fart: i just found out that ""marehood"" is code for ""horse pussy"" #brony #mlp http://t.co/ycQTmM3lid",1
My pussy worth $15,1
how does woodworking work,0
RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;,1
do you like cinema,0
@_TheBlackNerd wyd fag,1
you are foolish,1
what is the best way to learn tea,0
fuk you u stupid twat fuk upd dik suker and wipe that cum off ur lip,1
"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke",0
Bryant must think he's so cute going out w his stupid ass friends and leaving me here but watch when he gets back &#128074;&#128165;&#128074;&#128162;&#128074;&#10024; lil bitch,1
"i seen a nigga dressed to impress, hop out da bus n a bitch wit a phatty, get off at his stop too. Say somethin...GOD THROWIN U DA LOB",1
i find restaurants interesting,0
RT @ItzShowtim3: Don't forget how Nikko was digging in her booty RT @oneshadowlove: Sex tape gave her a head bigger than that pussy and for&#8230;,1
&#8220;@JayStacks25: I might fuck around and fuck yo bitch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so you'll be a real ass nigga,1
how does jewelry work,0
i think water conservation is helpful,0
@EricWithAHotDad bitch I work 24 hours a day to protect your freedom fuck you #AlwaysOnWatch #GlobalForceForGood,1
"but i do know one thing though, bitches they come they go, Saturday through Sunday monday, monday through sunday yooooo #superman",1
RT @Hoes_LoveMe: These hoes like niggas that spend money not talk about it,1
Fuck them bitches&#128557;&#128557;&#128557;,1
"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one",0
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,0
i think tourism is useful,0
@ToddIrwin1 NFL... Forgetabout they got until February. It's the pennant race. Let's Go Yanks.,0
how does food work,0
I'm with another nigga bitch &#128514;&#128514;,1
Fuck ass redskin corners,1
Told ya months ago Charlie wasn't bullshittin.. Bevo is next,1
i enjoy science,0
RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,0
"RT @beyoncesGEDtest: The ""his momma dead. bitch really think i can't connect my own lucky number"" face http://t.co/LFu19F4ovK",1
"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",0
RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,0
what is the best way to learn exercise,0
i would like to learn more about planets,0
Errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch,1
&#8220;@OhShitItsRandy: Remember this bro? &#128514; @BrianLovesAss_ http://t.co/RAurUW7mY6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;,1
RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..,1
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;,0
what do you think about cars,0
"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard",1
Thats some hoe shit doe,1
what do you think about culture,0
what is the best way to learn pronunciation,0
RT @MyDicklsCaIled: My dick is called Offensive Joke because some bitches get hurt when it goes too far.,1
"@jerryrscuba Bare ass me again, I cunt hear you",1
i think novels is great,0
@denytheprophecy because you're a weak bitch. Listen to Cruel Hand because the singer fell on face last night.,1
Since you gave me the pussy that ass getting fatter,1
&#8220;@iDntWearCondoms: Bitch wanna date the flyest nigga then be shocked when he has hoes lol&#8221;,1
You're all faggot fuckheads.,1
"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account",0
Did the Italian bird just call Janet a calzone? #UNCLEtweet,0
i think stars is good,0
RT @CauseWereGuys: Flirting with bitches on a Twitter like http://t.co/03PgoQQjYS,1
iggy wanna be black so bad. ur a white widow hoe,1
&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,0
@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,0
i think holidays is great,0
Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,0
@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.,1
can you recommend a good letters,0
"Is there a website that delivers expensive wine, cigars and big booty hoes to my door step?",1
i find video games interesting,0
i think football is fun,0
you will always be a disappointment,1
i have a question about the news,0
These bitches always trippin,1
@_RichHomieKevin go to sleep niggah lol,1
hey shawnda.. I'm rich bitch!!,1
I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,0
i think railways is good,0
"don't follow me and unfollow me, you are retarded",1
today i start breaking in a new pair of docs have mercy on my soles,0
i like reading,0
i think rice is fascinating,0
RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,0
"RT @DreadJackson: broke hoes 3 words, OUT MY FACE",1
RT @ThatsFoodPorn: Oreo Donut http://t.co/obytemi3Ed,0
today i will listen to music,0
"#anywere &#8220;@TheCooleyShow: LA = palm trees and great weather 
Any were else = horrible weather and no bitches&#8221;",1
@YoungRecklesss_ the fuck das wat bitches wit uh fuckd up mouf do &#128514;&#128514;,1
@kilmeade @foxandfriends don't you mean crowd not crows,0
i think the stock market is great,0
"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",0
"RT @Golfwangslut25: Tyga makes you think about fucking a bunch of bad bitches 
J.cole makes you motivated 
Drake makes you wanna think abou&#8230;",1
&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,1
Fuck da bulls and your trash ass music nigga &#8220;@FREDOSANTANA300: Fuck da Cavs&#8221;,1
i find railways interesting,0
you are dumb and you know it,1
&#8220;@HighClassCapri: @what_evaittakes ohhhhh yes bitch yesss&#8221;u ready T?&#128527;&#128520;,1
"Don't hit me up talking bout ""who that bitch under yo pic"".. Get yo ass treated",1
"RT @liltbrodie: ""Damn..... I ain't got no bitches"" http://t.co/BYtu7zJ0TX",1
"RT @TheGoodGodAbove: Victoria&#8217;s real secret?
Five nipples and a sideways vagina.",1
i think physics is fascinating,0
you're so foolish,1
i think forests is useful,0
@xtruthseekerx_ blaxican,0
what do you think about baseball,0
loner.. stoner.. tell yo bitch to bite da boner,1
"The nerve of people though... Cant take nobody serious, i continuously laugh at you hoes.",1
What jealous hoe made this? http://t.co/95rdO7RHvq,1
"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?",0
"RT @lnsaneTweets: once i take my bra off, don&#8217;t ask me to do shit for u bitch bc once that bra comes off, i am clocked out of life

i am do&#8230;",1
RT @MissUndersto_Od FELLAS TAKE NOTE RT @NaughtyTurnOns: Eating pussy keeps your lips soft. (;,1
@Stephicans mhmm tweet bird &#128037;,0
"Met this bitch online. Call her my ""e-bae""",1
Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range,1
All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu,1
"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",0
@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**,0
"RT @Trigga_Trea_: Some of you hoes so basic I have to break it down Barney style 
&#128514;&#128514;",1
i think charity is fun,0
"@jessespector the bird has a hat. So it's hats on hats, who can beat that?",0
RT @StonerBoii2cold: I just wanna be drunk on stage going ham in that bitch @TreVaughnLG,1
&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!,1
"Yeah im livin right, these bitches dead wrong",1
i like origami,0
i enjoy cinema,0
what is poetry,0
i would like to learn more about baking,0
LMAOOOOOOO RT @DontCallMeKyrie *Record Scratches* RT @chinitaaah_: Damn Twitter famous bitches out hea strippin!? &#128557;&#128557; http://t.co/BLrN8dzyA3,1
"I'm not weird, you're just a faggot",1
RT @TheeJenBunny: Oh you missed bitch- bitxhes who got socked in the face,1
how does bicycles work,0
@syd_renae okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah,0
what do you think about leadership,0
"@tyler_wilde I'm just saying, it's not like you were up against a bird-eating spider or something. Bet @Pseudobread coulda done it",0
"RT @RonONealDC: Lmaooooooo RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/k&#8230;",1
is dancing difficult to learn,0
"RT @JoeBudden: Ok, I gotta cut this Carl Thomas album off b4 I call my ex &amp; say fuck u u ruthless bitch. Lol",1
"@thejokerxo nah, they let French Montana spit trash at will",0
"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",1
RT @marleylowkey_: &#8220;@_100D: All These hoes sooo average &#128553;&#128533;&#8221; of course,1
what do you think about stars,0
you are useless,1
@sowhatsides I am funny bitch,1
In 2014 I'm resolved to perfect my bitch face.,1
i think writing is interesting,0
&#8220;@lildebo2391: He too rich to let that bitch get him mad like that!&#8221; Niggas don't think at all,1
Dumb ass bitch,1
"RT @TacoRell Stressed backwards is ""Desserts"" that's why bitches eat junk food when depressed",1
how does parks work,0
Time hop makes me realize how much off a faggot I was lol,1
@Boobah_ awnser the phone pussy,1
i am learning virtual reality,0
i enjoy economics,0
can you help me with concerts,0
you are worthless and you know it,1
"@Selecta_kerry I seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what I know..so looking for clarity",0
1 more day bitches!!!!,1
RT @treyjohnican: Possum a hoe ..,1
what is shopping,0
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",1
Is this hoe gone dm me back,1
"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",1
i think diaries is good,0
@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash,0
"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot",1
you are truly contemptible,1
Dafuq is floppy bird ?,0
i think planets is fun,0
i find clothes interesting,0
"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week",1
RT @bakedbeansbro: Throw me in trash http://t.co/GvGMJJ6vYi,0
"RT @keep_ita_hunnit: Ya bitches got boddies but act like they dont count cause ya ""loved"" each other lmaoo",1
i think gardens is interesting,0
what do you think about websites,0
what do you think about neighbors,0
can you help me with databases,0
RT @chanelisabeth: happy 17th birthday to my main hoe and partner in crime #bountyhunters4lyfe &#127881;&#128299; @Whitecholo23,1
you are just annoying,1
i think data science is good,0
"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg",0
you are pathetic,1
what is origami,0
"Thw White Iron Band plays this weekend in Fargo,ND at the Aquarium(21+) ,Friday(10-29-10) with Charlie Parr. The next night,Saturday...",0
"RT @JustCurrieOn: @west2quick @Christooshifty lol aye watch to mouth, you like when I mention you faggot",1
Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess,1
